#id,AGE,MURDER TOOL,CLOTHE,SHOES,HEADWEAR,ACCESSORY,JOB,TIME,PLACE,SOUND,TRACE
8956,50s,Rusty Shotgun,Black Hiking Jacket,German Army Trainers,Perm With Bangs,Skull Shaped Ring,Soldier,Night,Ecological Park,Cutting Something,Used Toilet Paper
8957,20s,Sealed Wine Bottle,Lace Blouse,Suede Boat shoes,Short Curly Hair,Silver Stainless Ring,Hotel Receptionist,Morning,Lecture Hall,Backpack Stuff Shaking,Black Vinyl Bag
8958,20s,Wooden Baseball Bat,Printed White Tshirt,Red Converse,Short Curly Hair,Engagement Ring,Doctor,Deep Dawn,Small Old Supermarket,Propeller Sound,Irregular Footprints
8959,20s,Police Nightstick,Vest With Slits,Ivowy Suede Moccasin,High Ponytail,Black Disposable Mask,Mart Cashier,Early Morning,Dormitory High School,Computer Mouse Clicking,Arson Attempt
8960,20s,Wrapped Blowfish Sashimi,Jersey Zip Hoodie,German Army Trainers,Short Hair,Black Backpack,Cleaner,Late Night,Small Cafe,Sound of Chainsaw,Bullet
8961,50s,Muscaria Mushroom,Vest With Slits,White Basketball Shoes,Brown Short Babyperm,Millitary Backpack,Nurse,Night,Messy Dumpster Alley,Hammering Sound,Cigarette Butts
8962,50s,Pottassium Chloride,Pilot Bomber Jacket,Bare Foot,Short Curly Hair,Left Ear Pierced,Actor,Late Night,Underground Grocery Store,Hazy Music,Black Wig Hair
8963,40s,Water,Blue Shirt,Knee High Wellies,Perm With Bangs,Silver Stainless Ring,Actor,Late Night,Motel in Downtown,Irregular Walking Sound,Written In Blood
8964,50s,Sniper Gun ULR338,Yellow Short Cardigan,German Army Trainers,Long Permed Hair,Cross Charm Bracelet,Soldier,Deep Dawn,Messy Goshiwon,Neon Sign Noise,Written In Blood
8965,30s,Stained Handsaw,Logo Printed Sweatshirt,White Basketball Shoes,Short Permed Hair,Buddhist Bead Bracelet,Banker,Late Afternoon,Messy Dumpster Alley,Propeller Sound,Maggot
8966,20s,Mercury,Lace Blouse,Black Low Sneakers,Black Short Babyperm,Millitary Backpack,Mart Cashier,Late Night,Self Service Bar,Throw Up Blood,Light Brown Hair
8967,30s,Red Chainsaw,Purple Short Cardigan,Logo Printed Slider,Long Hippie Perm,Silver Stainless Ring,Engineer,Late Night,Town Hall,People Having Conversation,Bullet
8968,70s,Rusty Shotgun,Purple Short Cardigan,Black Low Sneakers,Long Black Hair,Silver Stainless Ring,Guard,Late Afternoon,House With Yard,TV Sports Commentaries,Paint Stain
8969,60s,Porcelain Pot,Jersey Zip Hoodie,Blue Football Boots,Comma Hairstyle,Millitary Backpack,Mart Cashier,Late Night,Passenger Seat,TV Sports Commentaries,Paint Stain
8970,40s,Submachine Gun AR-18,Luxury Brown Shearing,Thigh High Wellies,Comma Hairstyle,Millitary Backpack,Banker,Early Morning,Officetel Underground Parkinglot,Fan Sound,Black Button
8971,30s,Flathead Screwdriver,Grey Fleece Hoodie,Thigh High Wellies,Black Short Babyperm,Thick Chain Nechlace,Actor,Night,Inside Camping Car,Sand Stepping Barefoot,Black Vinyl Bag
8972,30s,Ivory Bowie Knife,Long Padded Coat,Black Boots,Dandy Hairstyle,Buddhist Bead Bracelet,Banker,Late Night,Middle School,Whistle,Paint Stain
8973,30s,Soju Bottle,Printed Black Tshirt,Cherry Colored Boots,Comma Hairstyle,Leg Prosthetics,Hair Designer,Night,Big Old Arboretum,Cat Meow,Nail Tips
8974,30s,Wooden Handle Cleaver,Short Padded Coat,Black Leather Loafer,Black Short Babyperm,Skull Shaped Ring,Professor,Morning,Hostel (Mixed Dorm),Running Treadmill,Feather
8975,30s,Remington M7188,Emerald Coach Jacket,Blue Football Boots,Pixie Cut,Engagement Ring,Soldier,Morning,Motel in Backstreet,Sand Stepping Barefoot,Metal Fragments
8976,30s,Wire Saw,Blue Shirt,Strapped Leather Sandal,Two Block Haircut,Millitary Backpack,Athletic Trainer,Deep Dawn,Haunted House,Water Flowing Sound,Black Wig Hair
8977,40s,Surgical Blade,Short Padded Coat,Red Converse,Short Permed Hair,Electronics Anklet,Soldier,Night,Haunted House,Plastic Beating Sound,Chewed Gum
8978,30s,Gasoline With Zippo,Varsity Jacket,Thigh High Wellies,Dandy Hairstyle,Black Backpack,Chef,Late Night,Officetel Management Office,Digging With Shovel,Black Hair
8979,20s,Walther PPK ,Vest With Slits,Black Dress Shoes,Cherry Red Hair,Thick Chain Nechlace,Sanitation Worker,Late Afternoon,New Guest House,Sand Stepping Barefoot,Nail Tips
8980,30s,Black Belt,Blue Shirt,Blue Colored Boots,Pink Permed Hair,Electronics Anklet,Engineer,Night,Messy Club,Bearing Groaning,Women`s Underwear
8981,20s,BBQ Fork,Jersey Zip Hoodie,Bare Foot,Two Block Haircut,Tennis Wristband,Professor,Early Morning,Inside Taxi,Whistle,Skid Mark
8982,30s,Coca-cola Bottle,Charcoal Hoodie,Black Converse,Natural Two Block,Silver Stainless Ring,Janitor,Night,Office,Neon Sign Noise,Fly
8983,20s,Red Chainsaw,Printed White Tshirt,Red Converse,Dandy Hairstyle,Thick Chain Nechlace,Athletic Trainer,Late Night,SUV Back Seats,Chewing Paper Cup,Footprint 270mm Sneakers
8984,20s,Submachine Gun K16,Short Padded Coat,Suede Boat shoes,High Ponytail,Thick Glasses,Professor,Early Morning,Small Old Supermarket,Sand Stepping Barefoot,Chewed Gum
8985,30s,Poisoned Medicine,Grey Hiking Jacket,White Running Shoes,Long Layered Hair,Lion Shaped Ring,Police Officer,Night,Underground Grocery Store,Finger Snap,Skid Mark
8986,20s,Yellow Box Cutter,Grey Hiking Jacket,Black Converse,Natural Two Block,Skull Shaped Ring,Homeless,Early Morning,Lonesome Bus Station,Reading Buddhist Text,Black Vinyl Bag
8987,50s,Sport Towel,Long Sleeve Tshirt,White Basketball Shoes,Pixie Cut,Chocker Necklace,Cleaner,Morning,Big Square Onstage,Electric Fan Sound,Body Hair
8988,40s,Surgical Blade,Long Padded Coat,Thigh High Wellies,Natural Two Block,Cross Charm Bracelet,Chef,Late Afternoon,Haunted House,Pipe Hitting Wall,Bullet
8989,20s,Muscaria Mushroom,China Collar Shirt,Chess Patteren loafer,Short Hair,Millitary Backpack,Hair Designer,Morning,Dumpster,Skid Sounds,Light Brown Hair
8990,70s,Duct Tape,Cotton Zip Hoodie,Ochre Leather Loper,Long Hippie Perm,Cross Charm Bracelet,Hotel Receptionist,Deep Dawn,Officetel Staircase,Phone Alarm Ringing,Fibrous Tissues
8991,30s,Wire Saw,Grey Fleece Hoodie,Strapped Leather Sandal,Pomade Hair,Eyebrow Piercing,Athlete,Early Morning,Semi Basement Apartment,Computer Mouse Clicking,Light Brown Hair
8992,40s,Potassium Cyanide,Stripe Turtleneck Knit,Black Dress Shoes,Perm With Bangs,Cross Charm Bracelet,Model,Morning,Shared Office Toilet,Sand Stepping Barefoot,Disposable Lighter
8993,30s,Sport Towel,Logo Printed Windbreaker,Thigh High Wellies,Buzz cut hair,Engagement Ring,Chef,Deep Dawn,Blackout Parking Lot,Propeller Sound,Arson Attempt
8994,60s,Katana,Long Padded Coat,German Army Trainers,Long Permed Hair,Colorful Bracelets,Firefighter,Late Afternoon,House With Yard,TV Sports Commentaries,Black Wig Hair
8995,20s,Golf Club,Long Field Jacket,Ivowy Suede Moccasin,Bob With Bangs,Black Backpack,Sanitation Worker,Morning,Normal House,Water Shaking,Fly
8996,20s,Cocaine,Short Padded Coat,White Platform Sneakers,Long Brown hair,Cross Charm Bracelet,Model,Early Morning,Inside Taxi,Cutlery Falling down,Black Vinyl Bag
8997,20s,Mechanical Pencil,Jersey Zip Hoodie,Red Football Boots,Pink Permed Hair,Buddhist Bead Bracelet,Banker,Late Night,Female Outfit Outlet,Twisting Jaw joint,Fibrous Tissues
8998,40s,Collectible Suseok,Jersey Zip Hoodie,Blue Colored Boots,Long Hair,Chocker Necklace,Cleaner,Night,SUV Back Seats,Bearing Groaning,Black Hair
8999,30s,Wooden Handle Cleaver,White Shirt,Black Converse,High Ponytail,Black Disposable Mask,Chef,Late Night,Major Bank,Joint twisted,Written In Blood
9000,40s,Rusty Pickaxe,Brown Wool Coat,Black Low Sneakers,Pixie Cut,Leg Prosthetics,Guard,Night,Messy Club,Gas Range On,Empty Cartridge
9001,20s,Gasoline With Zippo,China Collar Shirt,Brown Leather Loafer,Short Hair,Millitary Backpack,Athletic Trainer,Morning,Closed Factory,Gas Range On,Women`s Underwear
9002,30s,Wrapped Knife,Grey Knit Shirt,White Platform Sneakers,Long Blonde hair,Wide Leather Bracelet,Mart Cashier,Morning,Shared Office Toilet,Joint twisted,Weapon Without Fingerprint
9003,20s,WASP Injection Knife,Blue Shirt,White Basketball Shoes,Long Layered Hair,Lion Shaped Ring,Banker,Morning,Normal House,Irregular Walking Sound,Chewed Gum
9004,60s,Studded Dirty Knuckle,Emerald Coach Jacket,White Basketball Shoes,Pink Permed Hair,Millitary Backpack,Cleaner,Late Night,Deep Forest,Propeller Sound,Different Soil
9005,40s,Pure Nicotine,Luxury Brown Shearing,Black Low Sneakers,Natural Two Block,Thick Chain Nechlace,Homeless,Late Night,Big Square Onstage,Bearing Groaning,Irregular Footprints
9006,40s,Desert Eagle,Long Sleeve Tshirt,Black Low Sneakers,Comma Hairstyle,Black Backpack,Soldier,Late Night,Passenger Seat,Chewing Paper Cup,Crumpled Cigarette Package
9007,20s,Walther PPK ,Printed White Tshirt,Black Converse,Pink Permed Hair,Engagement Ring,Mechanic,Late Night,Famous Traditional Market,Grill the Meat,Excrements
9008,50s,Hydrochloric Acid,Green Hiking Jacket,Red Football Boots,Two Block Haircut,Hand Prothetics,Firefighter,Morning,Motel in Downtown,TV Sports Commentaries,Chewed Gum
9009,30s,Yellow Box Cutter,Undershirt,Brown Leather Loafer,Short Hair,Colorful Bracelets,Banker,Early Morning,Single Corridor Apartment,Gas Range On,Irregular Footprints
9010,50s,Crosshead Screwdriver,Brown Wool Coat,Brown Leather Loafer,Long Hair,Thick Chain Nechlace,Sanitation Worker,Late Night,Karaoke Underground,Chewing Gum,Feather
9011,60s,Stained Handsaw,Luxury Brown Shearing,Cherry Colored Boots,Two Block Haircut,Engagement Ring,Mechanic,Night,Officetel Management Office,Propeller Sound,Women`s Underwear
9012,30s,White Silk Curtain,Emerald Coach Jacket,Blue Colored Boots,Mid-long Ponytail,Engagement Ring,Actor,Late Night,Shared Office Toilet,Twisting Jaw joint,Disposable Lighter
9013,40s,Wooden Baseball Bat,Printed White Tshirt,Black Converse,Natural Two Block,Chocker Necklace,Sanitation Worker,Deep Dawn,Back Seats,Chewing Gum,Irregular Footprints
9014,30s,Jute Twine,Brown Wool Coat,Thigh High Wellies,Long Hair,Millitary Backpack,Janitor,Morning,Night Mountain,Twisting Jaw joint,Black Vinyl Bag
9015,60s,Sharp Edged Stone,Cotton Zip Hoodie,Blue Colored Boots,Pixie Cut,Wide Leather Bracelet,Model,Deep Dawn,Back Seats,Throw Up Blood,Fly
9016,50s,Hydrochloric Acid,Yellow Short Cardigan,Blue Colored Boots,Long Blonde hair,Left Ear Pierced,Mechanic,Early Morning,Big Old Arboretum,Cars On Highway,Disposable Lighter
9017,20s,Walther PPK ,Blue Shirt,Strapped Leather Sandal,Brown Short Babyperm,Millitary Backpack,Engineer,Deep Dawn,Motel in Backstreet,Remote Air Conditioner,Maggot
9018,30s,Sniper Gun ULR338,Black Hiking Jacket,White Running Shoes,Long Permed Hair,Black Backpack,Lawyer,Night,Karaoke Underground,Plastic Beating Sound,Lipstick Stained Cigarette
9019,40s,Mercury,Long Field Jacket,White Platform Sneakers,Short Permed Hair,Black Backpack,Mart Cashier,Morning,Old DVD room,Cutlery Falling down,Light Brown Hair
9020,30s,BBQ Fork,Lace Blouse,Blue Football Boots,Short Permed Hair,Wide Leather Bracelet,Mart Cashier,Night,Officetel Management Office,Propeller Sound,Women`s Underwear
9021,60s,Sulfuric Acid,Short Padded Coat,Brown Leather Loafer,High Ponytail,Leg Prosthetics,Banker,Late Afternoon,Single Corridor Apartment,Running Treadmill,Written In Blood
9022,40s,Red Brick,Brown Wool Coat,White Platform Sneakers,Brown Short Babyperm,Black Backpack,Hotel Receptionist,Morning,Town Hall,Cutlery Falling down,Nail Tips
9023,70s,Tetrodotoxin Powder,China Collar Shirt,Suede Boat shoes,Two Block Haircut,Engagement Ring,Cleaner,Night,Famous Traditional Market,Whistle,Glass Fragments
9024,30s,Wooden Handle Hatchet,Duck Patch Hoodie,Black Low Sneakers,Natural Two Block,Charm Earrings,Hair Designer,Deep Dawn,Shared Office Toilet,Fan Sound,Glass Fragments
9025,30s,Flathead Screwdriver,Vest With Slits,White Basketball Shoes,Perm With Bangs,Charm Earrings,Chef,Night,Self Service Bar,Water Flowing Sound,Erased Blood Stain
9026,20s,Thick Rubber Wire,Long buttonless Cardigan,Black Leather Loafer,Pink Permed Hair,Engagement Ring,Soldier,Late Night,Greek Style Pension,Whistle,Scorch Mark
9027,20s,Wood Branch,Long Padded Coat,Blue Football Boots,Low Ponytail,Buddhist Bead Bracelet,Cleaner,Night,Motel in Downtown,Twisting Jaw joint,Arson Attempt
9028,50s,Submachine Gun K16,Crop Vest Knit,German Army Trainers,Two Block Haircut,Tennis Wristband,Professor,Late Afternoon,Small Old Supermarket,Dog Barking,Footprint 270mm Sneakers
9029,20s,Bottle of Propofol,Cotton Zip Hoodie,Black Low Sneakers,Black Short Babyperm,Chocker Necklace,Hair Designer,Deep Dawn,Cafe Terrace,TV Sports Commentaries,Paint Stain
9030,70s,Wooden Cane,Jersey Zip Hoodie,White Platform Sneakers,Short Hair,Skull Shaped Ring,Hair Designer,Late Night,PC cafe,TV Sports Commentaries,Empty Cartridge
9031,20s,Round Edged Stone,Long Field Jacket,Blue Football Boots,Short Curly Hair,Silver Stainless Ring,Soldier,Night,Studio Airbnb,Gas Range On,Scorch Mark
9032,50s,Red Brick,Cotton Zip Hoodie,Strapped Leather Sandal,Pink Permed Hair,Tennis Wristband,Doctor,Night,Passenger Seat,Twisting Jaw joint,Weapon With Fingerprint
9033,30s,Pottassium Chloride,Khaki Tshirt,Ivowy Suede Moccasin,Bob Hair,Black Backpack,Cleaner,Deep Dawn,Messy Club,Chewing Gum,Crumpled Cigarette Package
9034,50s,Microgun XM214,Charcoal Hoodie,Cherry Colored Boots,Short Curly Hair,Charm Earrings,Engineer,Deep Dawn,Deep Forest,Chewing Paper Cup,Bullet
9035,30s,Collectible Suseok,Vest With Slits,Red Football Boots,Low Ponytail,Cross Charm Bracelet,Professor,Night,Self Service Bar,Slip and Crash,Body Hair
9036,60s,Yellow Box Cutter,Luxury Brown Shearing,Strapped Leather Sandal,Dandy Hairstyle,Black Backpack,Doctor,Late Night,Dormitory High School,Whistle,Bullet
9037,50s,Ski Pole,Cotton Zip Hoodie,Knee High Wellies,Perm With Bangs,Cross Charm Bracelet,Sanitation Worker,Deep Dawn,Cargo Truck Back,Crack Knuckles,Excrements
9038,30s,Rusty Pickaxe,White Tshirt,Black Converse,Natural Two Block,Charm Earrings,Soldier,Late Afternoon,Motel in Backstreet,Cutlery Falling down,Light Brown Hair
9039,40s,Red Chainsaw,Pilot Bomber Jacket,Bare Foot,Mid-long Curly Hair,Engagement Ring,Mart Cashier,Deep Dawn,Middle School,Cutlery Falling down,Black Hair
9040,40s,Potassium Cyanide,Luxury Trench Coat,White Running Shoes,Bald Hair,Lion Shaped Ring,Hotel Receptionist,Late Afternoon,Messy Dumpster Alley,Grill the Meat,Chewed Gum
9041,50s,Black Tea,Jersey Zip Hoodie,Ochre Leather Loper,Mid-long Curly Hair,Colorful Bracelets,Engineer,Late Night,Blackout Parking Lot,Phone Alarm Ringing,Feather
9042,30s,Monkey Wrench,Cotton Zip Hoodie,Blue Football Boots,Mid-long Hair,Nose Piercing,Banker,Deep Dawn,Old Snack Bar,Slip and Crash,Bloodstained Everywhere
9043,30s,Red Brick,Blue Shirt,Knee High Wellies,Short Hair,Millitary Backpack,Professor,Morning,Single Corridor Apartment,Whistle,Irregular Footprints
9044,30s,Rusty Shotgun,Long Sleeve Tshirt,Cherry Colored Boots,Pink Permed Hair,Engagement Ring,Mechanic,Late Night,House With Yard,Gas Range On,Chewed Gum
9045,30s,Wooden Handle Hatchet,Yellow Short Cardigan,Strapped Leather Sandal,High Ponytail,Eyebrow Piercing,Chef,Deep Dawn,Amusement Park Pillar,Plastic Beating Sound,Scorch Mark
9046,30s,Round Edged Stone,Stripe Turtleneck Knit,Chess Patteren loafer,Bob With Bangs,Tennis Wristband,Guard,Morning,Subway Station Entrance,Sand Stepping Barefoot,Maggot
9047,70s,Wooden Baseball Bat,Undershirt,Strapped Leather Sandal,Two Block Haircut,Gold Cross Necklace,Cleaner,Deep Dawn,Lecture Hall,Cars On Highway,Black Hair
9048,30s,Beer Bottle,Long Sleeve Tshirt,Ochre Leather Loper,Cherry Red Hair,Cross Charm Bracelet,Cleaner,Deep Dawn,Room Cafe,Fan Sound,Black Wig Hair
9049,20s,Mechanical Pencil,Vest With Slits,White Basketball Shoes,High Ponytail,Buddhist Bead Bracelet,Cleaner,Deep Dawn,SUV Passenger Seat,Cars On Highway,Footprint 245mm Highheels
9050,30s,Wood Branch,Cotton Zip Hoodie,Strapped Leather Sandal,Long Hair,Skull Shaped Ring,Nurse,Night,Amusement Park Pillar,TV Sports Commentaries,Glass Fragments
9051,40s,Round Edged Stone,Purple Short Cardigan,German Army Trainers,Long Hippie Perm,Wide Leather Bracelet,Mechanic,Morning,Motel in Downtown,Water Shaking,Footprint 265mm workshoes
9052,30s,Ice Pick,Stripe Turtleneck Knit,Strapped Leather Sandal,High Ponytail,Engagement Ring,Mart Cashier,Deep Dawn,Inside Taxi,Grill the Meat,Chewed Gum
9053,50s,Bereta APX,Printed White Tshirt,White Platform Sneakers,Mid-long Ponytail,Eyebrow Piercing,Hotel Receptionist,Late Night,Luxury Club,Keyboard Sound,Used Toilet Paper
9054,40s,Hydrochloric Acid,Grey Fleece Hoodie,Black Low Sneakers,Bob With Bangs,Nose Piercing,Hotel Receptionist,Deep Dawn,House With Yard,Hammering Sound,Women`s Underwear
9055,30s,Bereta APX,Khaki Tshirt,Blue Football Boots,Long Hair,Electronics Anklet,Nurse,Night,Office,Digging With Shovel,Nail Tips
9056,40s,Rusty Sickle,Long buttonless Cardigan,Brown Leather Loafer,Perm With Bangs,Millitary Backpack,Hotel Receptionist,Night,Shared Office Toilet,Cars On Highway,Crumpled Cigarette Package
9057,30s,Walther PPK .32ACP,Grey Fleece Hoodie,White Running Shoes,Cherry Red Hair,Leg Prosthetics,Photographer,Early Morning,Convinience Store Table,Reading Buddhist Text,Footprint 245mm Highheels
9058,50s,Black Handled Scissors,Grey Hiking Jacket,White Running Shoes,Natural Two Block,Leg Prosthetics,Cleaner,Deep Dawn,Major Bank,Cutting Something,Skid Mark
9059,20s,Pottassium Chloride,Cotton Zip Hoodie,German Army Trainers,Bald Hair,Silver Stainless Ring,Guard,Night,Old Studio Apartment,Water Flowing Sound,Black Powder
9060,60s,Broken Beer Bottle,Cotton Zip Hoodie,White Platform Sneakers,Brown Short Babyperm,Charm Earrings,Athletic Trainer,Late Afternoon,Subway Station Entrance,Cars On Highway,Crumpled Cigarette Package
9061,20s,Wood Branch,Crop Vest Knit,Ivory Converse,Mid-long Straight Hair,Black Backpack,Engineer,Night,Town Hall,Fan Sound,Different Soil
9062,30s,Submachine Gun AR-18,Stripe Tshirt,Brown Flip Flop,Dandy Hairstyle,Silver Stainless Ring,Cleaner,Early Morning,Back Seats,Phone Alarm Ringing,Lipstick Stained Cigarette
9063,50s,Old Striped Tie,Pilot Bomber Jacket,Red Converse,Long Permed Hair,Gold Cross Necklace,Nurse,Early Morning,Ecological Park,Neon Sign Noise,Used Toilet Paper
9064,30s,Expandable Nightstick,Long Field Jacket,Knee High Wellies,Pixie Cut,Colorful Bracelets,Nurse,Around Midnight,Old DVD room,Digging With Shovel,Fingerprints
9065,20s,Pure Nicotine,Grey Fleece Hoodie,German Army Trainers,High Ponytail,Cross Charm Bracelet,Athlete,Late Night,5 Star hotel,TV Sports Commentaries,Footprint 270mm Sneakers
9066,50s,Poisonous Mushroom Broth,Brown Wool Coat,Black Boots,Natural Two Block,Eyebrow Piercing,Janitor,Night,Single Corridor Apartment,Grill the Meat,Skid Mark
9067,20s,Machine Gun K15,Long Field Jacket,Knee High Wellies,Dandy Hairstyle,Electronics Anklet,Mart Cashier,Morning,Underground Parking Lot,Water Flowing Sound,Women`s Underwear
9068,40s,Hydrochloric Acid,Lace Blouse,White Platform Sneakers,Pixie Cut,Drop earrings,Model,Late Night,Messy Goshiwon,Sand Stepping Barefoot,Paint Stain
9069,20s,Broken Soju Bottle,Purple Short Cardigan,German Army Trainers,Pomade Hair,Thick Chain Nechlace,Guard,Night,Sashimi Restaurant,Chewing Gum,Lipstick Stained Cigarette
9070,50s,Pottassium Chloride,Grey Hiking Jacket,Black Converse,Bald Hair,Black Disposable Mask,Professor,Late Night,Members Only Studyroom,Spit On Ground,Black Powder
9071,20s,Yellow Box Cutter,Blue Shirt,Cherry Colored Boots,Comma Hairstyle,Chocker Necklace,Hotel Receptionist,Night,Inn Near Brothel,Toilet Flush Sound,Nail Tips
9072,20s,Bottle of Propofol,Crop Vest Knit,Chess Patteren loafer,Mid-long Straight Hair,Skull Shaped Ring,Director,Night,Lonesome Bus Station,Pipe Hitting Wall,Paint Stain
9073,60s,Desert Eagle,Long Padded Coat,Bare Foot,Perm With Bangs,Chocker Necklace,Doctor,Morning,Lonesome Bus Station,Fan Sound,Crumpled Cigarette Package
